Timestamp,id,lat,long,Date,time_duration,i,lat2,long2,Possible_Location
2014-01-05T23:13:31Z,35,36.04802,24.87957,2014-01-05T16:00:00Z,18510s (~5.14 hours),526,36.048,24.8796,GASTech
2014-01-06T04:22:01Z,35,36.04803,24.87957,2014-01-05T16:00:00Z,18510s (~5.14 hours),526,36.048,24.8796,GASTech
2014-01-06T05:52:42Z,35,36.04803,24.87957,2014-01-05T16:00:00Z,15799s (~4.39 hours),837,36.048,24.8796,GASTech
2014-01-06T10:16:01Z,35,36.04802,24.87957,2014-01-05T16:00:00Z,15799s (~4.39 hours),837,36.048,24.8796,GASTech
2014-01-06T23:04:56Z,35,36.04802,24.87957,2014-01-06T16:00:00Z,19805s (~5.5 hours),1638,36.048,24.8796,GASTech
2014-01-07T04:35:01Z,35,36.04802,24.87957,2014-01-06T16:00:00Z,19805s (~5.5 hours),1638,36.048,24.8796,GASTech
2014-01-07T05:44:16Z,35,36.04802,24.87957,2014-01-06T16:00:00Z,16245s (~4.51 hours),2169,36.048,24.8796,GASTech
2014-01-07T10:15:01Z,35,36.04803,24.87958,2014-01-06T16:00:00Z,16245s (~4.51 hours),2169,36.048,24.8796,GASTech
2014-01-07T22:58:52Z,35,36.04803,24.87957,2014-01-07T16:00:00Z,189s (~3.15 minutes),3216,36.048,24.8796,GASTech
2014-01-07T23:02:01Z,35,36.04803,24.87957,2014-01-07T16:00:00Z,189s (~3.15 minutes),3216,36.048,24.8796,GASTech
2014-01-07T23:02:01Z,35,36.04803,24.87957,2014-01-07T16:00:00Z,18960s (~5.27 hours),3217,36.048,24.8796,GASTech
2014-01-08T04:18:01Z,35,36.04802,24.87957,2014-01-07T16:00:00Z,18960s (~5.27 hours),3217,36.048,24.8796,GASTech
2014-01-08T05:32:17Z,35,36.04802,24.87957,2014-01-07T16:00:00Z,15464s (~4.3 hours),3850,36.048,24.8796,GASTech
2014-01-08T09:50:01Z,35,36.04803,24.87957,2014-01-07T16:00:00Z,15464s (~4.3 hours),3850,36.048,24.8796,GASTech
2014-01-08T23:06:41Z,35,36.04802,24.87957,2014-01-08T16:00:00Z,20120s (~5.59 hours),5012,36.048,24.8796,GASTech
2014-01-09T04:42:01Z,35,36.04803,24.87957,2014-01-08T16:00:00Z,20120s (~5.59 hours),5012,36.048,24.8796,GASTech
2014-01-09T05:44:17Z,35,36.04802,24.87958,2014-01-08T16:00:00Z,14864s (~4.13 hours),5641,36.048,24.8796,GASTech
2014-01-09T09:52:01Z,35,36.04803,24.87958,2014-01-08T16:00:00Z,14864s (~4.13 hours),5641,36.048,24.8796,GASTech
2014-01-09T23:10:31Z,35,36.04803,24.87958,2014-01-09T16:00:00Z,18210s (~5.06 hours),6844,36.048,24.8796,GASTech
2014-01-10T04:14:01Z,35,36.04803,24.87957,2014-01-09T16:00:00Z,18210s (~5.06 hours),6844,36.048,24.8796,GASTech
2014-01-10T05:52:27Z,35,36.04803,24.87957,2014-01-09T16:00:00Z,15814s (~4.39 hours),7744,36.048,24.8796,GASTech
2014-01-10T10:16:01Z,35,36.04803,24.87957,2014-01-09T16:00:00Z,15814s (~4.39 hours),7744,36.048,24.8796,GASTech
2014-01-12T23:06:41Z,35,36.04802,24.87957,2014-01-12T16:00:00Z,18680s (~5.19 hours),10074,36.048,24.8796,GASTech
2014-01-13T04:18:01Z,35,36.04803,24.87957,2014-01-12T16:00:00Z,18680s (~5.19 hours),10074,36.048,24.8796,GASTech
2014-01-13T05:44:42Z,35,36.04802,24.87957,2014-01-12T16:00:00Z,14959s (~4.16 hours),10393,36.048,24.8796,GASTech
2014-01-13T09:54:01Z,35,36.04803,24.87957,2014-01-12T16:00:00Z,14959s (~4.16 hours),10393,36.048,24.8796,GASTech
2014-01-13T23:17:31Z,35,36.04803,24.87957,2014-01-13T16:00:00Z,19170s (~5.32 hours),11569,36.048,24.8796,GASTech
2014-01-14T04:37:01Z,35,36.04802,24.87957,2014-01-13T16:00:00Z,19170s (~5.32 hours),11569,36.048,24.8796,GASTech
2014-01-14T05:42:16Z,35,36.04803,24.87958,2014-01-13T16:00:00Z,15525s (~4.31 hours),12113,36.048,24.8796,GASTech
2014-01-14T10:01:01Z,35,36.04802,24.87957,2014-01-13T16:00:00Z,15525s (~4.31 hours),12113,36.048,24.8796,GASTech
2014-01-14T23:18:31Z,35,36.04803,24.87957,2014-01-14T16:00:00Z,18750s (~5.21 hours),13317,36.048,24.8796,GASTech
2014-01-15T04:31:01Z,35,36.04802,24.87957,2014-01-14T16:00:00Z,18750s (~5.21 hours),13317,36.048,24.8796,GASTech
2014-01-15T05:47:16Z,35,36.04803,24.87957,2014-01-14T16:00:00Z,15045s (~4.18 hours),13813,36.048,24.8796,GASTech
2014-01-15T09:58:01Z,35,36.04802,24.87957,2014-01-14T16:00:00Z,15045s (~4.18 hours),13813,36.048,24.8796,GASTech
2014-01-15T23:23:31Z,35,36.04803,24.87958,2014-01-15T16:00:00Z,18990s (~5.28 hours),15357,36.048,24.8796,GASTech
2014-01-16T04:40:01Z,35,36.04802,24.87957,2014-01-15T16:00:00Z,18990s (~5.28 hours),15357,36.048,24.8796,GASTech
2014-01-16T05:43:16Z,35,36.04802,24.87957,2014-01-15T16:00:00Z,15285s (~4.25 hours),15888,36.048,24.8796,GASTech
2014-01-16T09:58:01Z,35,36.04803,24.87958,2014-01-15T16:00:00Z,15285s (~4.25 hours),15888,36.048,24.8796,GASTech
2014-01-16T22:57:52Z,35,36.04804,24.87958,2014-01-16T16:00:00Z,129s (~2.15 minutes),16918,36.048,24.8796,GASTech
2014-01-16T23:00:01Z,35,36.04803,24.87957,2014-01-16T16:00:00Z,129s (~2.15 minutes),16918,36.048,24.8796,GASTech
2014-01-16T23:00:01Z,35,36.04803,24.87957,2014-01-16T16:00:00Z,19740s (~5.48 hours),16919,36.048,24.8796,GASTech
2014-01-17T04:29:01Z,35,36.04803,24.87957,2014-01-16T16:00:00Z,19740s (~5.48 hours),16919,36.048,24.8796,GASTech
2014-01-17T05:48:26Z,35,36.04803,24.87957,2014-01-16T16:00:00Z,15935s (~4.43 hours),17610,36.048,24.8796,GASTech
2014-01-17T10:14:01Z,35,36.04802,24.87958,2014-01-16T16:00:00Z,15935s (~4.43 hours),17610,36.048,24.8796,GASTech
2014-01-05T23:28:19Z,4,36.04802,24.87958,2014-01-05T16:00:00Z,18342s (~5.1 hours),770,36.048,24.8796,GASTech
2014-01-06T04:34:01Z,4,36.04802,24.87957,2014-01-05T16:00:00Z,18342s (~5.1 hours),770,36.048,24.8796,GASTech
2014-01-06T05:37:17Z,4,36.04802,24.87957,2014-01-05T16:00:00Z,16964s (~4.71 hours),1439,36.048,24.8796,GASTech
2014-01-06T10:20:01Z,4,36.04803,24.87957,2014-01-05T16:00:00Z,16964s (~4.71 hours),1439,36.048,24.8796,GASTech
2014-01-06T23:20:19Z,4,36.04803,24.87957,2014-01-06T16:00:00Z,17322s (~4.81 hours),2872,36.048,24.8796,GASTech
2014-01-07T04:09:01Z,4,36.04803,24.87957,2014-01-06T16:00:00Z,17322s (~4.81 hours),2872,36.048,24.8796,GASTech
2014-01-07T05:47:17Z,4,36.04803,24.87957,2014-01-06T16:00:00Z,16484s (~4.58 hours),3516,36.048,24.8796,GASTech
2014-01-07T10:22:01Z,4,36.04803,24.87957,2014-01-06T16:00:00Z,16484s (~4.58 hours),3516,36.048,24.8796,GASTech
2014-01-07T23:19:19Z,4,36.04802,24.87957,2014-01-07T16:00:00Z,18762s (~5.21 hours),4933,36.048,24.8796,GASTech
2014-01-08T04:32:01Z,4,36.04802,24.87957,2014-01-07T16:00:00Z,18762s (~5.21 hours),4933,36.048,24.8796,GASTech
2014-01-08T05:36:05Z,4,36.04803,24.87957,2014-01-07T16:00:00Z,16136s (~4.48 hours),5144,36.048,24.8796,GASTech
2014-01-08T10:05:01Z,4,36.04802,24.87957,2014-01-07T16:00:00Z,16136s (~4.48 hours),5144,36.048,24.8796,GASTech
2014-01-08T23:29:01Z,4,36.04803,24.87958,2014-01-08T16:00:00Z,17940s (~4.98 hours),6567,36.048,24.8796,GASTech
2014-01-09T04:28:01Z,4,36.04803,24.87957,2014-01-08T16:00:00Z,17940s (~4.98 hours),6567,36.048,24.8796,GASTech
2014-01-09T05:24:05Z,4,36.04802,24.87957,2014-01-08T16:00:00Z,16436s (~4.57 hours),6783,36.048,24.8796,GASTech
2014-01-09T09:58:01Z,4,36.04803,24.87957,2014-01-08T16:00:00Z,16436s (~4.57 hours),6783,36.048,24.8796,GASTech
2014-01-09T23:44:19Z,4,36.04802,24.87958,2014-01-09T16:00:00Z,16782s (~4.66 hours),8457,36.048,24.8796,GASTech
2014-01-10T04:24:01Z,4,36.04802,24.87958,2014-01-09T16:00:00Z,16782s (~4.66 hours),8457,36.048,24.8796,GASTech
2014-01-10T05:37:23Z,4,36.04803,24.87957,2014-01-09T16:00:00Z,15878s (~4.41 hours),8748,36.048,24.8796,GASTech
2014-01-10T10:02:01Z,4,36.04803,24.87957,2014-01-09T16:00:00Z,15878s (~4.41 hours),8748,36.048,24.8796,GASTech
2014-01-12T23:25:19Z,4,36.04803,24.87957,2014-01-12T16:00:00Z,17682s (~4.91 hours),12218,36.048,24.8796,GASTech
2014-01-13T04:20:01Z,4,36.04803,24.87957,2014-01-12T16:00:00Z,17682s (~4.91 hours),12218,36.048,24.8796,GASTech
2014-01-13T05:46:17Z,4,36.04803,24.87957,2014-01-12T16:00:00Z,15464s (~4.3 hours),12880,36.048,24.8796,GASTech
2014-01-13T10:04:01Z,4,36.04802,24.87957,2014-01-12T16:00:00Z,15464s (~4.3 hours),12880,36.048,24.8796,GASTech
2014-01-13T23:30:19Z,4,36.04803,24.87957,2014-01-13T16:00:00Z,16722s (~4.64 hours),14438,36.048,24.8796,GASTech
2014-01-14T04:09:01Z,4,36.04803,24.87957,2014-01-13T16:00:00Z,16722s (~4.64 hours),14438,36.048,24.8796,GASTech
2014-01-14T05:35:27Z,4,36.04803,24.87957,2014-01-13T16:00:00Z,15814s (~4.39 hours),15333,36.048,24.8796,GASTech
2014-01-14T09:59:01Z,4,36.04802,24.87957,2014-01-13T16:00:00Z,15814s (~4.39 hours),15333,36.048,24.8796,GASTech
2014-01-14T23:23:19Z,4,36.04802,24.87957,2014-01-14T16:00:00Z,17262s (~4.8 hours),16437,36.048,24.8796,GASTech
2014-01-15T04:11:01Z,4,36.04802,24.87957,2014-01-14T16:00:00Z,17262s (~4.8 hours),16437,36.048,24.8796,GASTech
2014-01-15T05:39:17Z,4,36.04803,24.87957,2014-01-14T16:00:00Z,16004s (~4.45 hours),17126,36.048,24.8796,GASTech
2014-01-15T10:06:01Z,4,36.04803,24.87957,2014-01-14T16:00:00Z,16004s (~4.45 hours),17126,36.048,24.8796,GASTech
2014-01-15T23:25:19Z,4,36.04803,24.87957,2014-01-15T16:00:00Z,17562s (~4.88 hours),18543,36.048,24.8796,GASTech
2014-01-16T04:18:01Z,4,36.04803,24.87957,2014-01-15T16:00:00Z,17562s (~4.88 hours),18543,36.048,24.8796,GASTech
2014-01-16T05:28:09Z,4,36.04803,24.87957,2014-01-15T16:00:00Z,17572s (~4.88 hours),18838,36.048,24.8796,GASTech
2014-01-16T10:21:01Z,4,36.04803,24.87957,2014-01-15T16:00:00Z,17572s (~4.88 hours),18838,36.048,24.8796,GASTech
2014-01-16T23:44:19Z,4,36.04803,24.87957,2014-01-16T16:00:00Z,16482s (~4.58 hours),20364,36.048,24.8796,GASTech
2014-01-17T04:19:01Z,4,36.04803,24.87957,2014-01-16T16:00:00Z,16482s (~4.58 hours),20364,36.048,24.8796,GASTech
2014-01-17T05:25:42Z,4,36.04803,24.87957,2014-01-16T16:00:00Z,16699s (~4.64 hours),20678,36.048,24.8796,GASTech
2014-01-17T10:04:01Z,4,36.04803,24.87957,2014-01-16T16:00:00Z,16699s (~4.64 hours),20678,36.048,24.8796,GASTech
2014-01-06T00:00:11Z,19,36.04802,24.87957,2014-01-05T16:00:00Z,14150s (~3.93 hours),979,36.048,24.8796,GASTech
